request_id,latency_ms,prompt_tokens,batched,model_size_b,region,instance_type,server_id
1752,130.13,708,0,25.93,eu-west,medium,6
1753,97.13,153,0,16.64,us-east,medium,1
1754,246.95,1707,0,57.31,eu-west,small,16
1755,71.18,116,0,26.26,eu-west,large,0
1756,245.71,1714,1,64.46,us-east,small,17
1757,149.9,147,1,59.53,eu-west,medium,0
1758,250.34,1135,0,39.2,eu-west,small,11
1759,153.13,567,0,24.51,us-east,small,5
1760,128.98,358,0,10.17,us-east,small,3
1761,198.91,220,1,68.71,eu-west,small,1
1762,129.32,65,1,64.74,ap-south,large,0
1763,236.6,1261,1,59.76,eu-west,medium,12
1764,272.56,1890,0,40.2,eu-west,small,18
1765,131.89,909,1,20.94,ap-south,medium,8
1766,268.79,1624,1,61.64,eu-west,medium,16
1767,173.17,433,0,64.07,eu-west,small,3
1768,210.31,1406,1,9.45,eu-west,small,13
1769,173.35,1197,0,45.96,ap-south,large,11
1770,149.84,1519,1,45.41,eu-west,medium,15
1771,71.81,547,1,1.08,eu-west,large,5
1772,187.4,995,0,46.5,us-east,small,9
1773,279.96,1737,1,59.32,us-east,small,17
1774,176.95,1607,0,68.49,eu-west,medium,15
1775,148.24,1182,0,41.84,ap-south,large,11
1776,180.7,975,0,60.63,eu-west,small,9
1777,128.93,119,0,30.58,ap-south,medium,0
1778,122.78,1977,1,2.57,us-east,medium,19
1779,112.53,161,1,40.63,ap-south,large,1
1780,186.73,1830,1,49.05,ap-south,large,18
1781,122.15,1002,0,33.86,eu-west,large,9
1782,166.34,408,1,63.4,eu-west,medium,3
1783,61.31,128,0,32.31,us-east,large,0
1784,80.57,66,0,54.0,eu-west,large,0
1785,266.99,1985,0,55.4,eu-west,medium,19
1786,179.9,543,0,41.68,eu-west,small,5
1787,213.05,1134,1,19.07,eu-west,medium,11
1788,244.95,1619,1,43.18,eu-west,medium,16
1789,167.65,705,0,30.34,eu-west,small,6
1790,108.08,121,0,35.98,eu-west,medium,0
1791,178.73,1230,1,38.82,eu-west,medium,12
1792,158.59,1568,0,36.68,us-east,medium,15
1793,171.99,1112,1,37.35,eu-west,medium,10
1794,324.78,1567,1,64.98,eu-west,small,15
1795,145.38,209,0,57.22,us-east,small,1
1796,155.96,1060,0,30.69,eu-west,large,10
1797,138.82,280,0,30.08,us-east,small,2
1798,179.09,1314,1,41.26,us-east,medium,12
1799,162.03,1166,1,3.91,us-east,small,11
1800,119.84,1490,1,1.09,us-east,medium,14
1801,100.74,407,1,33.33,ap-south,large,3
1802,172.13,194,0,43.27,ap-south,small,1
1803,148.58,691,1,59.62,eu-west,medium,6
1804,179.27,1039,0,25.51,us-east,small,10
1805,154.85,100,1,69.31,eu-west,medium,0
1806,89.01,455,1,19.3,eu-west,large,4
1807,155.06,1351,0,35.91,us-east,small,13
1808,192.64,1012,0,37.66,eu-west,small,9
1809,158.01,1659,1,18.15,eu-west,large,16
1810,175.65,526,1,36.58,us-east,small,4
1811,99.12,523,0,13.37,us-east,medium,4
1812,115.31,223,1,17.11,ap-south,medium,1
1813,211.12,1204,0,57.21,ap-south,medium,11
1814,176.28,1161,1,24.27,eu-west,medium,11
1815,193.08,801,0,24.78,us-east,small,7
1816,270.02,1059,0,62.79,ap-south,small,10
1817,81.21,237,0,6.29,ap-south,large,1
1818,152.89,1177,0,16.41,eu-west,medium,11
1819,124.03,253,0,44.3,eu-west,medium,2
1820,199.26,1132,1,14.56,us-east,small,11
1821,187.32,1942,1,36.39,eu-west,large,19
1822,207.71,882,1,47.45,us-east,small,8
1823,165.97,882,1,8.24,us-east,small,8
1824,87.69,251,0,38.64,eu-west,large,2
1825,178.8,1628,0,41.23,ap-south,large,16
1826,144.0,1361,0,53.91,ap-south,large,13
1827,156.54,1331,0,40.2,us-east,small,13
1828,190.76,1928,0,28.51,us-east,small,19
1829,116.74,1068,0,35.02,eu-west,large,10
1830,166.29,1251,1,29.63,eu-west,medium,12
1831,146.99,185,0,64.51,us-east,small,1
1832,154.8,362,0,62.1,eu-west,small,3
1833,229.81,1784,1,45.61,eu-west,small,17
1834,155.65,1513,0,24.54,us-east,small,14
1835,161.13,989,1,4.37,us-east,small,9
1836,161.68,1119,1,1.37,us-east,medium,10
1837,173.16,1971,0,62.59,eu-west,medium,19
1838,186.47,1236,0,30.63,eu-west,small,12
1839,128.82,188,1,62.14,us-east,medium,1
1840,127.65,432,1,48.9,us-east,medium,3
1841,236.49,1543,0,56.96,eu-west,medium,15
1842,285.05,1712,1,56.21,ap-south,small,17
1843,211.02,1635,0,11.38,eu-west,medium,16
1844,127.85,1511,1,30.11,ap-south,large,14
1845,217.75,1480,1,48.39,eu-west,small,14
1846,146.48,227,0,17.97,eu-west,small,1
1847,49.43,58,0,9.37,us-east,large,0
1848,216.39,864,1,69.46,eu-west,medium,8
1849,199.71,813,0,39.87,us-east,small,7
1850,199.32,1078,0,31.77,us-east,small,10
1851,154.54,395,0,39.5,eu-west,small,3
1852,137.01,295,0,7.79,us-east,small,2
1853,115.07,1828,0,12.55,ap-south,large,18
1854,100.87,1624,0,33.88,us-east,medium,16
1855,177.87,615,0,33.09,us-east,small,5
1856,182.93,1839,0,18.05,ap-south,large,18
1857,175.95,965,0,30.74,us-east,small,9
1858,151.88,457,0,12.06,us-east,small,4
1859,198.26,1666,0,43.93,eu-west,medium,16
1860,240.48,1891,1,54.88,eu-west,small,18
1861,120.7,179,1,36.87,eu-west,medium,1
1862,228.4,778,1,43.83,us-east,small,7
1863,185.56,577,0,59.87,us-east,small,5
1864,238.44,1214,0,69.2,us-east,small,11
1865,199.75,1144,1,55.52,ap-south,large,11
1866,101.44,50,0,45.92,us-east,medium,0
1867,227.68,1658,0,12.58,ap-south,medium,16
1868,180.56,324,1,63.89,ap-south,medium,2
1869,198.33,1523,1,54.85,eu-west,medium,15
1870,155.34,1232,1,46.18,ap-south,large,12
1871,155.5,1365,1,15.06,us-east,small,13
1872,107.45,778,0,15.83,eu-west,large,7
1873,142.61,128,1,53.92,eu-west,medium,0
1874,170.03,851,0,29.07,ap-south,large,8
1875,216.71,1772,0,61.49,us-east,small,17
1876,146.44,1947,1,15.07,us-east,medium,19
1877,133.55,490,1,10.32,us-east,small,4
1878,114.81,455,0,39.26,eu-west,medium,4
1879,145.6,241,0,51.46,us-east,small,1
1880,202.43,1884,1,56.71,eu-west,medium,18
1881,112.87,265,0,11.85,eu-west,medium,2
1882,121.09,349,1,25.14,eu-west,medium,3
1883,100.23,62,1,1.36,us-east,small,0
1884,80.1,432,0,20.7,eu-west,large,3
1885,188.46,495,1,57.36,us-east,small,4
1886,158.76,1385,1,19.63,us-east,small,13
1887,164.88,1615,0,40.42,us-east,medium,16
1888,139.13,1690,0,55.12,us-east,large,16
1889,197.06,1260,1,2.08,eu-west,small,12
1890,159.64,863,0,65.66,ap-south,large,8
1891,152.37,517,1,64.64,us-east,medium,4
1892,131.8,405,0,4.67,eu-west,medium,3
1893,126.1,823,1,9.22,ap-south,large,7
1894,190.34,1924,0,50.79,eu-west,large,19
1895,255.82,1780,1,45.04,eu-west,medium,17
1896,203.95,965,1,20.55,ap-south,small,9
1897,200.86,819,1,32.85,us-east,small,7
1898,194.35,1490,0,4.6,us-east,small,14
1899,157.96,1200,0,1.47,ap-south,large,11
1900,163.09,1826,0,32.88,us-east,small,18
1901,275.44,1684,1,55.57,eu-west,small,16
1902,175.35,576,0,13.77,us-east,small,5
1903,119.37,409,1,31.34,ap-south,large,3
1904,159.27,1946,0,8.69,ap-south,medium,19
1905,212.38,1694,0,58.4,us-east,small,16
1906,143.35,799,0,29.53,ap-south,large,7
1907,139.79,1313,0,30.86,eu-west,medium,12
1908,55.43,517,1,8.4,eu-west,large,4
1909,111.72,652,1,28.63,us-east,medium,6
1910,179.15,1243,1,52.45,ap-south,large,12
1911,170.95,1360,1,1.77,eu-west,medium,13
1912,186.29,970,0,4.17,eu-west,small,9
1913,209.23,1827,0,59.3,us-east,medium,18
1914,172.71,965,0,25.79,eu-west,medium,9
1915,104.01,1287,1,8.41,ap-south,large,12
1916,153.86,1967,1,2.05,eu-west,small,19
1917,136.86,902,0,48.08,ap-south,large,8
1918,111.15,369,1,28.42,us-east,medium,3
1919,187.62,1415,0,22.74,us-east,small,13
1920,111.24,694,1,28.91,eu-west,medium,6
1921,112.04,736,0,3.06,us-east,large,7
1922,147.04,373,0,26.29,ap-south,medium,3
1923,153.34,268,1,66.17,us-east,medium,2
1924,295.59,1582,1,26.91,us-east,small,15
1925,160.42,246,1,45.33,us-east,small,2
1926,187.7,765,0,66.65,eu-west,small,7
1927,173.54,1038,0,43.5,us-east,small,10
1928,53.72,273,1,2.37,eu-west,large,2
1929,114.41,600,1,5.66,us-east,medium,5
1930,208.22,1390,0,21.07,eu-west,medium,13
1931,103.26,314,0,24.33,ap-south,large,2
1932,291.58,1877,1,62.27,us-east,small,18
1933,140.35,262,1,44.07,eu-west,medium,2
1934,136.33,1888,1,16.2,ap-south,large,18
1935,80.31,604,0,7.48,ap-south,large,5
1936,248.77,1576,0,21.54,us-east,small,15
1937,174.78,1082,1,36.86,eu-west,medium,10
1938,170.31,595,0,55.36,us-east,small,5
1939,146.91,1424,0,26.23,us-east,large,14
1940,108.65,258,1,24.1,us-east,medium,2
1941,191.57,869,1,53.68,us-east,small,8
1942,101.37,1919,0,34.06,ap-south,large,19
1943,223.51,1976,0,6.03,us-east,medium,19
1944,238.09,1500,1,46.41,us-east,small,14
1945,169.49,1305,1,19.08,ap-south,medium,12
1946,184.68,1778,0,41.46,us-east,medium,17
1947,189.8,1185,1,3.39,eu-west,small,11
1948,237.28,1722,0,61.72,eu-west,small,17
1949,171.28,819,1,18.59,us-east,small,7
1950,179.14,1478,1,33.6,ap-south,large,14
1951,246.54,1913,0,1.81,us-east,small,19
1952,117.65,1326,0,55.86,eu-west,large,13
1953,176.39,1884,1,41.61,us-east,large,18
1954,197.03,1260,1,59.86,ap-south,large,12
1955,140.89,94,0,69.71,ap-south,medium,0
1956,246.0,1781,1,69.94,us-east,medium,17
1957,141.05,1287,0,49.18,us-east,small,12
1958,197.21,1971,0,66.03,us-east,small,19
1959,218.32,604,1,65.13,eu-west,small,5
1960,108.72,130,0,52.64,us-east,medium,0
1961,153.77,879,0,19.5,ap-south,large,8
1962,231.09,1222,1,57.77,ap-south,medium,12
1963,116.39,555,0,13.23,us-east,medium,5
1964,182.02,1738,1,45.49,us-east,medium,17
1965,230.57,1302,1,57.23,us-east,small,12
1966,173.36,1118,1,3.84,us-east,small,10
1967,250.34,1192,1,42.53,eu-west,small,11
1968,198.62,1359,0,27.21,us-east,small,13
1969,196.43,1188,0,25.97,us-east,small,11
1970,155.71,642,1,43.85,us-east,small,6
1971,133.37,1014,1,10.66,eu-west,medium,9
1972,292.84,1894,1,59.11,us-east,medium,18
1973,225.29,1306,1,60.69,eu-west,medium,12
1974,170.0,1672,0,43.89,eu-west,large,16
1975,225.16,1164,0,68.53,us-east,small,11
1976,106.9,135,1,41.53,ap-south,large,0
1977,146.86,932,0,61.99,ap-south,large,9
1978,215.44,1016,1,56.08,us-east,small,9
1979,140.86,240,1,52.85,eu-west,medium,1
1980,187.74,836,0,5.71,eu-west,small,8
1981,101.67,524,0,2.99,ap-south,large,4
1982,76.13,421,0,29.17,us-east,large,3
1983,131.87,1541,1,7.02,eu-west,large,15
1984,178.77,1976,1,16.79,us-east,small,19
1985,190.87,1396,0,25.39,eu-west,medium,13
1986,216.21,1157,0,22.78,eu-west,medium,11
1987,110.65,115,1,8.03,us-east,small,0
1988,233.46,1192,0,4.3,eu-west,small,11
1989,182.94,1839,0,57.69,ap-south,large,18
1990,102.65,977,0,17.55,ap-south,large,9
1991,168.39,374,0,3.14,ap-south,small,3
1992,163.72,1865,0,20.68,us-east,medium,18
1993,152.19,764,0,5.24,ap-south,large,7
1994,147.35,375,1,36.46,us-east,small,3
1995,170.82,293,1,34.05,eu-west,small,2
1996,138.65,1008,1,66.24,eu-west,large,9
1997,105.09,164,0,40.22,us-east,medium,1
1998,156.65,964,0,44.96,eu-west,medium,9
1999,131.4,961,0,17.75,ap-south,large,9
2000,197.0,1608,1,14.43,us-east,medium,15
2001,130.63,151,0,21.94,us-east,small,1
2002,163.85,397,1,29.2,eu-west,small,3
2003,146.3,350,0,19.28,us-east,small,3
2004,143.62,712,0,36.73,us-east,small,6
2005,181.92,1456,1,43.59,eu-west,medium,14
2006,218.84,1090,1,66.89,eu-west,medium,10
2007,133.55,258,0,19.29,us-east,small,2
2008,195.61,1034,0,59.31,us-east,medium,10
2009,230.98,1789,0,36.24,eu-west,medium,17
2010,154.67,1357,1,41.78,eu-west,medium,13
2011,232.52,1843,1,29.45,eu-west,small,18
2012,150.1,623,0,64.83,eu-west,large,5
2013,211.48,1922,0,69.41,us-east,small,19
2014,267.91,1582,0,35.12,ap-south,small,15
2015,207.07,1594,1,49.62,eu-west,medium,15
2016,138.98,264,0,40.16,us-east,small,2
2017,210.67,878,1,48.09,eu-west,small,8
2018,187.88,1663,1,20.29,ap-south,large,16
2019,137.99,283,1,67.79,ap-south,large,2
2020,253.27,1857,1,27.59,ap-south,large,18
2021,233.79,1182,0,66.44,us-east,small,11
2022,155.88,115,0,62.62,eu-west,small,0
2023,121.61,1001,1,5.85,eu-west,medium,9
2024,146.05,1868,0,8.49,eu-west,large,18
2025,98.08,1021,0,15.15,us-east,medium,9
2026,153.46,1870,1,41.27,eu-west,large,18
2027,215.82,1052,1,60.45,eu-west,medium,10
2028,199.22,970,1,49.86,ap-south,small,9
2029,160.08,976,1,3.22,eu-west,small,9
2030,120.59,114,1,24.12,ap-south,medium,0
2031,152.55,642,0,53.41,us-east,medium,6
2032,195.46,909,1,52.59,eu-west,medium,8
2033,76.79,145,1,9.91,us-east,medium,0
2034,178.43,1079,0,33.82,eu-west,medium,10
2035,162.36,1163,1,13.4,us-east,medium,11
2036,154.12,1098,0,31.93,ap-south,large,10
2037,117.52,789,0,23.24,us-east,large,7
2038,131.41,508,1,38.73,ap-south,large,4
2039,257.41,1881,1,69.55,eu-west,medium,18
2040,220.46,1439,1,25.46,us-east,small,14
2041,179.8,1096,0,26.15,eu-west,small,10
2042,252.09,1652,1,14.8,us-east,small,16
2043,117.67,55,1,6.73,eu-west,small,0
2044,73.25,356,1,13.37,eu-west,large,3
2045,205.66,1351,1,24.46,us-east,small,13
2046,192.14,771,0,8.64,us-east,small,7
2047,118.58,498,1,19.88,ap-south,medium,4
2048,149.81,170,0,50.97,eu-west,small,1
2049,127.18,165,0,11.76,us-east,small,1
2050,98.08,447,0,26.81,ap-south,large,4
2051,131.31,1757,1,29.85,us-east,large,17
2052,102.55,1996,0,28.91,us-east,large,19
2053,207.99,573,1,65.62,eu-west,medium,5
2054,103.29,244,0,40.42,ap-south,large,1
2055,195.15,1358,0,55.51,us-east,small,13
2056,224.32,1629,0,42.8,us-east,small,16
2057,103.15,1581,1,30.42,ap-south,large,15
2058,139.28,212,0,4.48,eu-west,small,1
2059,91.72,237,0,5.33,us-east,medium,1
2060,146.34,1472,0,24.98,eu-west,large,14
2061,133.01,148,1,61.13,us-east,medium,1
2062,140.62,1282,1,33.2,us-east,medium,12
2063,172.93,859,1,54.34,us-east,medium,8
2064,170.48,1429,1,10.48,us-east,small,14
2065,93.28,419,1,22.13,ap-south,large,3
2066,202.55,1557,1,55.95,ap-south,medium,15
2067,68.39,915,0,1.22,eu-west,large,8
2068,108.17,1310,0,10.36,us-east,large,12
2069,183.8,829,0,48.63,us-east,medium,7
2070,110.4,1316,0,10.21,us-east,medium,12
2071,168.56,541,0,50.36,us-east,small,5
2072,206.57,1224,0,10.32,us-east,small,12
2073,219.87,1487,0,20.64,us-east,small,14
2074,167.4,938,1,27.25,eu-west,small,9
2075,169.03,591,0,20.02,us-east,small,5
2076,274.47,1757,0,68.0,eu-west,small,17
2077,201.86,1576,0,3.75,us-east,small,15
2078,184.27,305,1,67.14,us-east,small,2
2079,130.68,1372,1,47.38,eu-west,large,13
2080,236.58,1683,0,11.5,us-east,small,16
2081,178.98,442,1,52.74,us-east,small,4
2082,140.24,963,0,28.67,ap-south,large,9
2083,246.07,1787,1,33.13,eu-west,small,17
2084,96.44,322,0,26.58,eu-west,large,2
2085,159.23,261,0,29.92,eu-west,small,2
2086,169.25,1551,1,14.75,eu-west,large,15
2087,150.76,347,0,40.1,us-east,small,3
2088,187.63,948,1,35.1,us-east,small,9
2089,165.99,560,0,23.98,us-east,small,5
2090,175.52,1247,1,22.46,ap-south,medium,12
2091,261.55,1839,0,50.4,eu-west,large,18
2092,274.94,1583,0,28.91,eu-west,small,15
2093,187.77,1463,0,35.48,eu-west,medium,14
2094,181.44,566,1,31.86,eu-west,small,5
2095,184.42,791,1,13.57,us-east,small,7
2096,146.65,1254,1,43.39,us-east,small,12
2097,192.52,1150,1,46.41,us-east,small,11
2098,120.55,200,1,49.57,ap-south,large,1
2099,155.75,454,0,61.87,us-east,small,4
2100,79.18,1513,1,17.58,eu-west,large,14
2101,186.21,1939,0,62.93,us-east,small,19
2102,205.98,1110,1,26.61,ap-south,medium,10
2103,150.19,1293,0,3.2,eu-west,medium,12
2104,205.98,1850,1,23.95,us-east,small,18
2105,109.22,239,0,44.43,us-east,medium,1
2106,115.27,235,1,37.88,us-east,medium,1
2107,217.56,1560,0,55.59,eu-west,medium,15
2108,161.45,239,1,51.43,us-east,small,1
2109,207.62,1094,1,31.7,us-east,small,10
2110,224.82,1305,1,57.14,us-east,small,12
2111,186.34,1098,0,60.79,eu-west,medium,10
2112,235.87,1825,0,43.44,us-east,small,18
2113,248.42,1966,0,25.43,us-east,small,19
2114,141.13,526,0,47.68,us-east,small,4
2115,228.32,1764,0,54.22,eu-west,large,17
2116,190.06,1448,1,32.36,eu-west,medium,14
2117,163.42,706,0,4.83,us-east,small,6
2118,147.13,556,0,53.15,us-east,medium,5
2119,159.92,801,1,14.93,us-east,small,7
2120,189.12,1027,1,45.85,ap-south,medium,10
2121,236.37,1941,1,26.12,ap-south,large,19
2122,152.72,1598,1,2.34,eu-west,large,15
2123,154.27,377,0,63.25,us-east,small,3
2124,187.0,749,0,48.51,eu-west,small,7
2125,114.15,1531,1,7.74,us-east,medium,15
2126,193.15,1168,1,61.73,ap-south,large,11
2127,66.32,222,1,1.51,us-east,medium,1
2128,197.24,1231,1,2.21,eu-west,small,12
2129,224.3,1683,1,45.36,eu-west,large,16
2130,185.17,356,1,65.22,eu-west,small,3
2131,172.1,1857,0,3.46,us-east,small,18
2132,125.05,290,1,67.35,eu-west,large,2
2133,263.07,1760,0,6.88,us-east,small,17
2134,96.38,765,1,6.03,eu-west,large,7
2135,164.31,684,0,47.18,us-east,small,6
2136,132.83,458,1,29.8,eu-west,medium,4
2137,87.33,1453,1,7.29,ap-south,large,14
2138,170.43,582,0,40.79,us-east,small,5
2139,231.92,1292,0,65.14,eu-west,small,12
2140,125.84,373,1,9.11,us-east,small,3
2141,154.7,523,0,10.53,eu-west,small,4
2142,203.8,1009,0,35.86,us-east,small,9
2143,211.59,1188,0,18.45,us-east,medium,11
2144,189.83,1420,1,27.3,ap-south,medium,14
2145,276.48,1808,0,5.38,eu-west,medium,18
2146,193.55,660,0,66.52,us-east,small,6
2147,189.2,1275,1,37.9,us-east,small,12
2148,265.49,1187,1,61.14,us-east,small,11
2149,76.66,878,0,18.41,eu-west,large,8
2150,208.08,1445,1,35.26,us-east,small,14
2151,239.06,1887,0,51.85,ap-south,large,18
2152,149.13,1427,1,5.76,ap-south,large,14
2153,286.68,1202,1,66.58,us-east,small,11
2154,148.71,1280,1,29.06,ap-south,large,12
2155,196.74,750,0,3.87,us-east,small,7
2156,195.5,1918,0,28.04,eu-west,small,19
2157,151.36,411,0,16.73,eu-west,small,3
2158,148.87,678,0,64.54,eu-west,medium,6
2159,173.67,568,0,27.1,ap-south,medium,5
2160,141.58,1317,0,62.58,eu-west,medium,12
2161,169.38,1053,0,43.38,us-east,small,10
2162,296.99,1553,1,40.79,us-east,small,15
2163,111.77,695,1,11.89,us-east,medium,6
2164,86.01,462,0,12.06,ap-south,large,4
2165,106.33,486,0,40.11,ap-south,large,4
2166,225.82,1749,0,2.63,us-east,small,17
2167,189.58,1292,0,61.58,ap-south,medium,12
2168,254.31,1596,1,12.95,us-east,small,15
2169,152.56,252,0,27.05,eu-west,small,2
2170,172.41,1482,0,58.52,us-east,medium,14
2171,168.51,785,0,17.51,eu-west,medium,7
2172,185.45,730,0,67.58,us-east,small,6
2173,88.12,120,0,34.24,ap-south,large,0
2174,256.75,1981,1,26.22,ap-south,small,19
2175,197.46,1287,1,41.61,eu-west,small,12
2176,161.37,782,1,53.13,us-east,large,7
2177,204.48,1357,0,68.48,ap-south,large,13
2178,136.23,1294,1,26.17,us-east,medium,12
2179,230.03,820,1,53.17,ap-south,small,7
2180,130.37,978,1,17.69,ap-south,medium,9
2181,167.26,603,0,52.59,us-east,small,5
2182,180.04,384,1,60.24,us-east,small,3
2183,158.0,1355,1,4.58,us-east,small,13
2184,205.78,1559,1,20.51,us-east,small,15
2185,146.73,1442,1,55.39,us-east,large,14
2186,150.01,1035,0,31.93,eu-west,medium,10
2187,175.55,1497,1,29.37,us-east,small,14
2188,92.61,938,0,3.5,us-east,large,9
2189,200.11,848,1,14.98,ap-south,medium,8
2190,205.98,1594,1,29.78,us-east,small,15
2191,153.47,242,1,27.89,eu-west,small,1
2192,165.38,1350,1,33.34,ap-south,large,13
2193,42.05,1829,0,28.69,eu-west,large,18
2194,200.92,760,1,35.13,us-east,small,7
2195,142.65,944,0,1.72,us-east,medium,9
2196,221.72,1051,1,59.78,us-east,small,10
2197,64.67,392,1,1.78,ap-south,large,3
2198,97.98,626,1,35.7,us-east,large,5
2199,200.26,824,1,67.72,eu-west,medium,7
2200,146.26,800,1,3.42,eu-west,medium,7
2201,248.01,1877,1,5.47,us-east,small,18
2202,161.78,1099,1,4.35,eu-west,small,10
2203,159.4,1964,1,15.78,eu-west,small,19
2204,212.27,1741,1,32.08,eu-west,medium,17
2205,161.91,1692,1,46.95,eu-west,large,16
2206,268.28,1992,1,32.25,eu-west,small,19
2207,216.01,1109,1,57.62,ap-south,large,10
2208,101.27,668,1,4.6,us-east,medium,6
2209,153.18,207,1,32.95,eu-west,small,1
2210,229.3,1775,0,38.07,us-east,small,17
2211,205.11,1586,0,61.63,eu-west,medium,15
2212,97.59,234,1,5.68,eu-west,medium,1
2213,110.19,381,0,10.58,eu-west,medium,3
2214,158.09,1058,1,56.19,ap-south,large,10
2215,243.75,1053,1,30.12,eu-west,small,10
2216,171.83,812,0,39.04,eu-west,medium,7
2217,152.59,991,0,65.55,ap-south,large,9
2218,192.63,1026,0,9.17,eu-west,small,10
2219,189.29,1479,1,52.96,us-east,small,14
2220,117.11,1942,0,15.07,us-east,large,19
2221,215.97,919,1,48.8,eu-west,small,8
2222,222.93,1367,1,38.02,us-east,small,13
2223,143.67,1330,1,6.38,us-east,small,13
2224,210.76,1599,0,60.48,us-east,medium,15
2225,152.53,1561,1,33.21,ap-south,large,15
2226,214.42,939,0,28.12,eu-west,small,9
2227,113.14,751,0,34.61,us-east,medium,7
2228,130.81,267,1,14.59,eu-west,small,2
2229,215.19,1080,0,48.35,us-east,small,10
2230,232.29,1258,0,17.7,us-east,small,12
2231,56.01,165,1,22.3,us-east,large,1
2232,158.68,1660,0,6.45,eu-west,medium,16
2233,179.38,1190,1,15.95,us-east,small,11
2234,266.4,1805,0,2.87,ap-south,small,17
2235,101.52,1468,1,1.31,eu-west,large,14
2236,140.12,593,0,49.12,eu-west,medium,5
2237,156.86,587,1,30.4,eu-west,medium,5
2238,161.8,1391,1,25.93,ap-south,large,13
2239,190.84,1843,1,11.04,ap-south,large,18
2240,129.87,810,0,23.12,us-east,medium,7
2241,227.26,1107,0,39.17,eu-west,small,10
2242,176.85,1891,1,46.37,ap-south,medium,18
2243,149.99,1270,1,45.81,eu-west,medium,12
2244,204.55,1764,1,13.13,us-east,medium,17
2245,157.29,1259,1,35.23,eu-west,medium,12
2246,115.4,548,0,49.54,ap-south,large,5
2247,109.41,1165,1,6.43,eu-west,large,11
2248,206.41,1158,0,56.4,us-east,small,11
2249,216.2,1921,1,25.13,eu-west,medium,19
2250,217.53,1426,1,51.44,us-east,small,14
2251,125.1,1365,0,48.7,eu-west,large,13
2252,143.95,1736,0,21.36,ap-south,large,17
2253,134.95,352,0,58.61,us-east,small,3
2254,127.83,936,0,62.61,us-east,large,9
2255,131.6,1421,1,10.13,us-east,medium,14
2256,145.41,1769,1,27.54,us-east,large,17
2257,223.71,1981,1,27.83,us-east,small,19
2258,103.43,240,1,26.68,us-east,medium,1
2259,157.32,1343,0,31.56,eu-west,medium,13
2260,216.45,1841,0,17.67,eu-west,medium,18
2261,130.94,1492,0,13.84,eu-west,medium,14
2262,183.2,737,0,35.03,us-east,small,7
2263,177.06,1357,0,64.4,ap-south,large,13
2264,178.87,970,1,60.92,us-east,small,9
2265,206.56,1355,1,33.31,eu-west,small,13
2266,185.56,1526,1,40.84,ap-south,large,15
2267,134.61,72,0,13.29,eu-west,small,0
2268,178.78,968,0,23.67,us-east,small,9
2269,202.76,1854,0,17.81,us-east,small,18
2270,236.56,1101,1,54.72,eu-west,small,10
2271,71.06,371,1,3.02,ap-south,large,3
2272,180.71,1071,1,7.13,us-east,small,10
2273,135.76,805,1,18.13,ap-south,large,7
2274,183.4,1218,0,66.7,eu-west,medium,11
2275,168.85,917,0,24.99,eu-west,medium,8
2276,131.69,971,1,21.45,us-east,medium,9
2277,174.43,964,1,29.34,us-east,small,9
2278,230.58,1261,1,24.32,eu-west,small,12
2279,226.91,1043,1,50.17,eu-west,small,10
2280,199.56,1686,1,66.71,eu-west,medium,16
2281,244.59,1657,1,2.59,ap-south,large,16
2282,132.86,1523,1,35.19,us-east,large,15
2283,166.63,1031,0,29.82,ap-south,medium,10
2284,71.06,839,1,2.35,eu-west,large,8
2285,163.3,1296,1,30.63,ap-south,large,12
2286,239.07,1290,1,45.81,eu-west,small,12
2287,165.06,1792,1,40.96,us-east,medium,17
2288,157.39,492,0,56.67,us-east,small,4
2289,115.18,1301,1,8.51,eu-west,medium,12
2290,106.86,319,1,43.4,eu-west,large,2
2291,146.92,921,0,58.33,eu-west,medium,8
2292,202.75,733,1,32.07,us-east,small,7
2293,141.67,1567,0,9.28,ap-south,large,15
2294,132.78,997,0,12.05,eu-west,medium,9
2295,192.59,1975,0,13.51,us-east,small,19
2296,133.2,997,1,6.24,ap-south,large,9
2297,106.95,156,0,13.66,eu-west,medium,1
2298,160.49,345,1,51.56,ap-south,medium,3
2299,170.43,1693,0,27.85,ap-south,large,16
2300,184.01,328,1,69.26,ap-south,medium,2
2301,108.24,720,0,4.89,eu-west,large,6
2302,161.03,440,0,69.6,ap-south,medium,3
2303,242.54,1229,1,51.9,eu-west,small,12
2304,231.23,1856,0,33.42,eu-west,small,18
2305,152.77,760,1,57.69,ap-south,large,7
2306,187.12,1944,1,13.43,eu-west,small,19
2307,186.68,962,0,41.58,us-east,small,9
2308,105.49,1391,1,45.3,ap-south,large,13
2309,256.75,1940,1,18.44,eu-west,medium,19
2310,134.43,1070,1,61.11,eu-west,large,10
2311,91.88,81,0,45.41,ap-south,large,0
2312,229.46,1878,0,10.09,us-east,small,18
2313,303.11,1775,0,69.28,us-east,small,17
2314,164.05,1328,1,54.02,us-east,small,13
2315,215.21,1350,1,51.7,us-east,small,13
2316,184.9,705,0,51.13,us-east,small,6
2317,183.02,1651,1,32.92,us-east,small,16
2318,141.87,1561,1,8.45,ap-south,large,15
2319,219.99,1082,0,20.77,us-east,small,10
2320,202.0,1284,1,38.13,us-east,small,12
2321,165.54,111,1,59.88,us-east,small,0
2322,181.11,1214,0,57.42,us-east,large,11
