chat_id,issue_type,prompt,reply_length,llm_score
2557,missing item,v2,271,74.7
2558,missing item,v3,244,75.7
2559,late delivery,v2,121,73.3
2560,late delivery,v2,158,70.8
2561,wrong order,v3,244,64.4
2562,late delivery,v2,157,72.6
2563,missing item,v2,170,64.6
2564,missing item,v2,100,60.9
2565,payment problem,v2,361,73.2
2566,late delivery,v3,251,78.6
2567,missing item,v3,203,67.2
2568,late delivery,v2,265,80.4
2569,wrong order,v2,217,59.5
2570,late delivery,v2,173,71.4
2571,payment problem,v3,373,71.5
2572,wrong order,v3,318,71.9
2573,late delivery,v2,196,66.9
2574,late delivery,v2,222,79.6
2575,late delivery,v2,267,77.7
2576,late delivery,v2,169,66.2
2577,payment problem,v2,301,67.7
2578,missing item,v2,191,62.1
2579,late delivery,v3,209,82.7
2580,late delivery,v2,198,74.6
2581,late delivery,v2,121,65.7
2582,wrong order,v2,226,66.5
2583,late delivery,v2,272,75.2
2584,payment problem,v2,348,70.1
2585,late delivery,v2,121,66.7
2586,late delivery,v2,166,74.3
2587,missing item,v2,224,65.7
2588,late delivery,v3,143,75.2
2589,missing item,v2,118,64.1
2590,late delivery,v2,150,69.2
2591,late delivery,v2,186,69.6
2592,late delivery,v2,198,67.8
2593,wrong order,v3,290,74.4
2594,late delivery,v3,130,69.9
2595,payment problem,v2,262,57.8
2596,wrong order,v2,295,71.0
2597,payment problem,v2,301,63.9
2598,missing item,v2,165,68.8
2599,payment problem,v2,269,66.7
2600,late delivery,v3,111,66.7
2601,late delivery,v3,280,84.5
2602,missing item,v3,214,70.6
2603,wrong order,v2,244,59.9
2604,late delivery,v2,82,58.9
2605,late delivery,v3,178,77.1
2606,wrong order,v3,403,83.3
2607,missing item,v3,243,74.4
2608,missing item,v3,277,74.8
2609,missing item,v2,200,70.9
2610,wrong order,v2,268,69.1
2611,payment problem,v3,296,64.4
2612,missing item,v3,329,88.2
2613,wrong order,v3,334,76.7
2614,late delivery,v2,176,65.6
2615,wrong order,v3,175,63.3
2616,late delivery,v3,144,72.6
2617,payment problem,v3,286,66.0
2618,payment problem,v3,405,77.9
2619,wrong order,v3,287,69.5
2620,late delivery,v3,195,75.7
2621,late delivery,v3,281,85.6
2622,missing item,v3,236,77.3
2623,missing item,v3,344,81.5
2624,missing item,v2,232,72.1
2625,wrong order,v2,270,67.9
2626,late delivery,v3,191,75.2
2627,wrong order,v3,254,69.1
2628,missing item,v3,354,82.1
2629,wrong order,v2,341,75.3
2630,late delivery,v3,190,79.1
2631,missing item,v2,187,68.3
2632,late delivery,v2,165,71.1
2633,wrong order,v3,269,75.2
2634,wrong order,v2,305,62.7
2635,late delivery,v3,292,78.0
2636,late delivery,v2,143,60.2
2637,missing item,v2,244,67.8
2638,missing item,v2,286,78.6
2639,wrong order,v2,235,66.0
2640,payment problem,v3,395,84.2
2641,wrong order,v2,163,55.3
2642,late delivery,v3,256,83.2
2643,payment problem,v2,267,60.2
2644,late delivery,v3,239,85.8
2645,late delivery,v2,249,83.7
2646,missing item,v3,243,77.1
2647,missing item,v3,241,76.8
2648,late delivery,v2,165,73.1
2649,missing item,v2,114,59.0
2650,late delivery,v3,215,78.7
2651,wrong order,v2,229,63.5
2652,wrong order,v2,215,63.6
2653,missing item,v3,201,70.1
2654,wrong order,v3,277,66.5
2655,missing item,v3,161,69.1
2656,missing item,v3,203,71.5
2657,missing item,v2,188,63.2
2658,late delivery,v3,274,83.0
2659,late delivery,v2,266,75.1
2660,missing item,v2,187,70.9
2661,late delivery,v2,228,77.1
2662,wrong order,v3,254,68.7
2663,late delivery,v3,279,86.5
2664,late delivery,v2,230,77.3
2665,late delivery,v2,105,67.5
2666,payment problem,v2,273,63.1
2667,wrong order,v2,294,73.0
2668,missing item,v3,264,71.4
2669,late delivery,v2,212,71.4
2670,payment problem,v2,344,73.2
2671,late delivery,v2,201,73.5
2672,payment problem,v2,374,72.8
2673,missing item,v3,305,77.0
2674,missing item,v3,290,82.9
2675,late delivery,v2,196,73.8
2676,late delivery,v2,119,63.1
2677,wrong order,v2,254,67.0
2678,late delivery,v3,234,81.7
2679,wrong order,v3,250,67.5
2680,missing item,v2,177,69.8
2681,wrong order,v2,313,75.1
2682,payment problem,v3,433,84.2
2683,missing item,v2,231,72.0
2684,payment problem,v3,247,67.4
2685,wrong order,v3,304,70.3
2686,late delivery,v2,214,73.7
2687,late delivery,v2,92,63.5
2688,late delivery,v2,167,74.2
2689,late delivery,v2,259,80.3
2690,late delivery,v3,87,63.1
2691,wrong order,v3,197,63.7
2692,wrong order,v2,280,73.0
2693,late delivery,v3,163,82.3
2694,missing item,v3,178,62.0
2695,wrong order,v3,268,68.9
2696,missing item,v2,157,66.7
2697,payment problem,v2,356,63.7
2698,late delivery,v2,140,57.7
2699,missing item,v3,270,72.9
2700,missing item,v3,235,71.1
2701,missing item,v3,242,71.7
2702,payment problem,v3,378,78.0
2703,payment problem,v2,294,61.3
2704,late delivery,v2,106,60.2
2705,late delivery,v2,221,70.7
2706,missing item,v3,223,65.4
2707,late delivery,v2,123,71.5
2708,late delivery,v2,128,65.7
2709,late delivery,v2,253,79.8
2710,late delivery,v2,222,72.9
2711,payment problem,v3,350,70.0
2712,late delivery,v3,157,76.7
2713,late delivery,v2,201,73.6
2714,late delivery,v3,304,87.7
2715,late delivery,v2,77,60.9
2716,payment problem,v3,266,58.1
2717,wrong order,v3,355,74.1
2718,wrong order,v3,172,61.0
2719,wrong order,v3,363,80.4
2720,wrong order,v3,319,79.7
2721,late delivery,v2,174,67.3
2722,wrong order,v2,177,59.9
2723,wrong order,v2,241,66.0
2724,late delivery,v3,181,69.0
2725,late delivery,v3,250,80.4
2726,late delivery,v3,151,73.4
2727,late delivery,v3,190,77.6
2728,wrong order,v2,250,70.2
2729,late delivery,v3,148,71.7
2730,wrong order,v2,208,64.8
2731,payment problem,v3,267,66.8
2732,missing item,v2,182,72.7
2733,late delivery,v3,241,81.7
2734,payment problem,v2,307,59.1
2735,late delivery,v2,209,76.0
2736,payment problem,v3,271,66.1
2737,payment problem,v3,262,69.6
2738,wrong order,v3,350,74.2
2739,missing item,v3,176,63.2
2740,wrong order,v2,181,59.4
2741,payment problem,v3,352,70.4
2742,late delivery,v2,176,68.4
2743,missing item,v3,227,75.8
2744,late delivery,v3,217,76.1
2745,late delivery,v2,155,71.2
2746,missing item,v2,211,69.4
2747,missing item,v2,299,77.0
2748,wrong order,v2,346,76.9
2749,wrong order,v3,358,73.6
2750,payment problem,v2,168,51.8
2751,missing item,v3,298,82.4
2752,missing item,v2,122,62.2
2753,missing item,v2,158,67.8
2754,missing item,v2,199,64.7
2755,missing item,v3,218,70.1
2756,payment problem,v3,272,76.1
2757,wrong order,v2,281,65.4
2758,late delivery,v3,201,73.5
2759,wrong order,v3,363,80.3
2760,wrong order,v2,271,65.5
2761,missing item,v3,257,78.6
2762,late delivery,v3,135,70.7
2763,missing item,v2,211,70.8
2764,late delivery,v2,236,79.3
2765,missing item,v3,260,73.6
2766,payment problem,v3,303,67.3
2767,late delivery,v2,69,60.0
2768,missing item,v2,244,72.9
2769,missing item,v2,204,58.7
2770,late delivery,v3,248,78.7
2771,missing item,v2,241,69.2
2772,payment problem,v3,294,70.5
2773,late delivery,v2,123,66.6
2774,missing item,v2,173,68.5
2775,missing item,v3,217,67.8
2776,wrong order,v2,197,61.8
2777,late delivery,v3,261,80.6
2778,late delivery,v3,234,81.9
2779,missing item,v3,179,70.8
2780,payment problem,v2,209,55.8
2781,missing item,v2,241,64.7
2782,late delivery,v2,134,72.4
2783,late delivery,v2,226,79.9
2784,payment problem,v3,283,62.7
2785,late delivery,v3,199,74.3
2786,missing item,v3,179,66.6
2787,missing item,v3,272,77.0
2788,late delivery,v2,225,76.5
2789,late delivery,v2,207,76.9
2790,late delivery,v2,183,66.4
2791,late delivery,v2,209,67.8
2792,late delivery,v3,253,75.8
2793,missing item,v2,271,72.7
2794,payment problem,v3,385,70.8
2795,payment problem,v3,381,73.5
2796,missing item,v3,227,74.5
2797,late delivery,v2,274,78.9
2798,late delivery,v2,228,73.9
2799,wrong order,v3,305,81.1
2800,missing item,v2,231,75.0
2801,wrong order,v3,328,76.6
2802,late delivery,v3,216,70.7
2803,late delivery,v3,221,74.6
2804,late delivery,v3,257,77.6
2805,late delivery,v2,163,72.8
2806,payment problem,v3,267,64.2
2807,missing item,v3,291,76.9
2808,missing item,v3,253,71.9
2809,late delivery,v3,116,63.0
2810,late delivery,v3,73,69.0
2811,missing item,v3,125,67.3
2812,payment problem,v2,276,60.7
2813,missing item,v3,221,69.2
2814,late delivery,v2,242,78.9
2815,wrong order,v2,279,69.6
2816,late delivery,v3,190,74.2
2817,missing item,v3,269,71.0
2818,missing item,v3,198,72.3
2819,payment problem,v3,304,62.6
2820,wrong order,v2,158,55.7
2821,late delivery,v3,269,87.0
2822,late delivery,v3,223,74.5
2823,missing item,v3,209,73.4
2824,wrong order,v3,260,71.7
2825,wrong order,v3,216,66.0
2826,missing item,v3,241,72.6
2827,late delivery,v2,212,74.2
2828,missing item,v3,219,78.6
2829,wrong order,v2,263,66.4
2830,late delivery,v3,166,73.9
2831,late delivery,v3,188,75.4
2832,payment problem,v2,213,49.2
2833,late delivery,v3,234,76.5
2834,missing item,v3,206,69.4
2835,late delivery,v2,152,65.8
2836,payment problem,v2,304,65.1
2837,wrong order,v3,313,69.7
2838,missing item,v3,243,76.7
2839,wrong order,v3,340,72.7
2840,missing item,v3,163,62.4
2841,missing item,v3,239,72.6
2842,missing item,v2,223,72.0
2843,late delivery,v3,245,74.2
2844,late delivery,v2,187,70.6
2845,missing item,v3,214,68.4
2846,payment problem,v3,331,67.0
2847,wrong order,v2,343,72.4
2848,wrong order,v2,254,72.5
2849,missing item,v3,181,68.6
2850,missing item,v2,168,63.1
2851,wrong order,v2,104,51.2
2852,wrong order,v3,286,73.6
2853,late delivery,v3,211,76.1
2854,missing item,v2,190,72.0
2855,late delivery,v3,109,71.4
2856,missing item,v3,222,74.8
2857,late delivery,v3,184,73.2
2858,late delivery,v3,299,73.4
2859,late delivery,v2,207,72.7
2860,late delivery,v2,83,67.5
2861,payment problem,v2,321,64.3
2862,missing item,v2,177,67.8
2863,late delivery,v2,168,74.3
2864,wrong order,v2,301,70.0
2865,late delivery,v3,149,78.8
2866,late delivery,v2,176,67.0
2867,wrong order,v3,301,71.7
2868,late delivery,v2,130,71.1
2869,late delivery,v2,324,87.4
2870,late delivery,v3,226,75.4
2871,wrong order,v3,294,75.9
2872,payment problem,v2,200,55.6
2873,late delivery,v3,177,72.2
2874,missing item,v3,292,75.9
2875,wrong order,v2,223,65.8
2876,late delivery,v2,143,73.2
2877,wrong order,v2,283,72.8
2878,late delivery,v2,151,66.9
2879,missing item,v3,285,76.1
2880,missing item,v3,304,78.9
2881,late delivery,v3,97,65.3
2882,late delivery,v2,205,76.9
2883,late delivery,v3,292,84.8
2884,payment problem,v2,263,63.9
2885,missing item,v2,297,77.0
2886,missing item,v2,234,73.1
2887,payment problem,v3,310,64.4
2888,missing item,v2,362,79.5
2889,missing item,v2,193,62.6
2890,late delivery,v3,203,76.1
2891,late delivery,v3,119,73.2
2892,late delivery,v3,151,73.2
2893,missing item,v3,268,74.1
2894,late delivery,v2,124,67.7
2895,missing item,v2,270,84.0
2896,late delivery,v2,208,70.0
2897,payment problem,v2,240,58.8
2898,late delivery,v2,177,71.9
2899,missing item,v2,241,67.2
2900,late delivery,v2,116,65.9
2901,wrong order,v2,287,67.5
2902,wrong order,v3,348,78.5
2903,late delivery,v3,132,75.2
2904,payment problem,v3,248,61.3
2905,payment problem,v3,351,72.0
2906,late delivery,v3,189,67.9
2907,wrong order,v2,178,59.5
2908,late delivery,v3,223,73.5
2909,missing item,v2,246,77.0
2910,missing item,v3,329,83.9
2911,missing item,v2,253,67.6
2912,late delivery,v3,194,75.4
2913,payment problem,v2,267,59.6
2914,late delivery,v2,222,74.3
2915,missing item,v3,230,70.2
2916,payment problem,v2,276,62.3
2917,payment problem,v2,289,63.1
2918,missing item,v3,256,74.5
2919,missing item,v3,231,75.0
2920,wrong order,v2,234,60.7
2921,payment problem,v2,216,51.2
2922,missing item,v3,259,79.8
2923,wrong order,v3,274,69.7
2924,wrong order,v2,254,70.8
2925,wrong order,v3,284,78.6
2926,late delivery,v3,170,70.5
2927,payment problem,v3,301,62.2
2928,late delivery,v3,143,71.5
2929,wrong order,v2,228,66.6
2930,late delivery,v2,156,69.9
2931,payment problem,v3,360,73.3
2932,late delivery,v3,179,72.8
2933,payment problem,v2,323,64.3
2934,missing item,v3,253,74.3
2935,missing item,v2,265,71.7
2936,late delivery,v3,291,83.2
2937,missing item,v3,217,70.6
2938,late delivery,v3,197,73.5
2939,late delivery,v3,294,80.0
2940,late delivery,v2,162,72.9
2941,wrong order,v2,263,71.0
2942,missing item,v3,170,70.7
2943,wrong order,v3,214,64.1
2944,payment problem,v2,301,65.0
2945,missing item,v3,232,67.2
2946,missing item,v3,235,73.4
2947,late delivery,v3,112,65.3
2948,missing item,v3,317,83.7
2949,late delivery,v3,222,77.1
2950,late delivery,v3,222,76.7
2951,late delivery,v2,79,62.2
2952,missing item,v2,177,64.8
2953,wrong order,v2,350,76.0
2954,missing item,v3,243,79.3
2955,wrong order,v2,251,63.7
2956,late delivery,v2,154,69.5
2957,late delivery,v3,179,74.0
2958,late delivery,v3,204,76.3
2959,payment problem,v3,360,73.0
2960,late delivery,v2,188,66.6
2961,late delivery,v3,289,82.2
2962,missing item,v3,204,71.6
2963,missing item,v2,227,64.3
2964,payment problem,v3,307,68.2
2965,late delivery,v3,287,79.0
2966,missing item,v2,147,62.0
2967,wrong order,v2,258,71.7
2968,missing item,v2,127,60.0
2969,late delivery,v3,146,72.4
2970,late delivery,v3,233,78.6
2971,missing item,v3,206,73.3
2972,wrong order,v2,236,61.4
2973,payment problem,v3,364,71.9
2974,wrong order,v2,305,67.0
2975,missing item,v2,153,60.5
2976,late delivery,v3,190,73.1
2977,missing item,v3,124,65.3
2978,wrong order,v3,304,69.7
2979,late delivery,v2,137,71.4
2980,late delivery,v3,239,77.4
2981,missing item,v3,318,80.0
2982,wrong order,v3,358,77.1
2983,missing item,v2,194,65.2
2984,late delivery,v3,165,80.3
2985,missing item,v3,260,77.6
2986,wrong order,v3,325,73.3
2987,late delivery,v3,230,78.8
2988,payment problem,v2,200,53.8
2989,late delivery,v2,153,70.5
2990,missing item,v2,225,73.9
2991,payment problem,v2,246,56.7
2992,late delivery,v2,296,85.7
2993,missing item,v2,203,68.8
2994,missing item,v3,326,80.9
2995,missing item,v3,198,74.8
2996,late delivery,v3,212,82.0
2997,wrong order,v2,184,64.7
2998,wrong order,v2,251,67.4
2999,wrong order,v2,222,62.5
3000,late delivery,v3,141,72.8
